MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
2,서초,어르신,일반,76,관리자,2등급,20,M,158.8,64.7,32.2,89.5,66,159,21.6,31,,,7.3,,,,,,25.7,,,,,23,,118,5.72,21.54,47.9,,,,,,,,,,,,,,,,,,,31.0
6,곡성,어르신,일반,74,관리자,2등급,20,F,144.8,53.4,33.6,80,55,114,19.8,23.4,,,19.9,,,,,,25.5,,,,,25,,148,6.48,24.02,43.8,,,,,,,,,,,,,,,,,,,23.4
1,경산,성인,일반,24,관리자,3등급,20,F,164.8,61.2,33.3,71,78,121,21.5,27.5,,,14.5,,,,,,22.5,38,,,,,,,,,44.9,,,76,126,153,,36.8,,,,,0.389,0.464,,,,,,
1,세종,성인,출장,56,관리자,참가,20,F,157.5,63.4,37.5,88.5,95,126,32.8,30.3,,,8.9,,,,,,25.6,18,10,15.98,103,,,,,,51.7,,27.8,,,,,,,,,,,,,,,,,
1,경산,청소년,일반,18,관리자,3등급,20,M,178.8,78.9,16.4,83,89,146,43.6,42.5,,47,15.7,18,0.610,44.427,11,44.933,24.7,,,,,,,,,,55.3,,,88,120,140,,45.7,,,,,,,,,,,,
3,화성,성인,일반,19,관리자,3등급,20,M,173.9,81.4,19.7,,82,156,48.7,46.7,,,17.3,,,,,,26.9,47,,9.13,242,,,,,,59.8,,,,,,,,118,43.9,,,,,,,,,,
3,세종,성인,출장,36,관리자,참가,20,F,164.7,68.3,32.5,87.2,85,131,23.7,25.9,,,18.9,,,,,,25.2,28,12,14.26,130,,,,,,37.9,,28.5,,,,,,,,,,,,,,,,,
4,곡성,어르신,일반,75,관리자,참가,20,F,149.9,54.4,38.4,80.9,76,121,19.7,21.7,,,19,,,,,,24.2,,,,,16,,78,7.56,36,39.9,,,,,,,,,,,,,,,,,,,21.7
4,화성,성인,일반,23,관리자,참가,20,F,173.9,58.7,26.5,,80,119,28,27.8,,,22.5,,,,,,19.4,22,,,136,,,,,,47.7,,,,,,,,134,36.2,,,,,,,,,,
1,서구(대전),성인,일반,19,관리자,2등급,20,M,181.9,66.3,10.8,,99,149,35.9,44.8,,,17.5,,,,,,20.0,54,63,9.22,252,,,,,,67.6,,48.3,,,,,,,,,,,,,,,,,
2,서구(대전),성인,일반,20,관리자,2등급,20,M,176,85.1,25.6,,75,141,48.5,58.6,,,17.3,,,,,,27.5,48,54,9.72,245,,,,,,68.9,,43.5,,,,,,,,,,,,,,,,,
4,신안,성인,일반,35,관리자,2등급,20,M,184,85.2,19,92,89,153,62.7,56.1,,,20.2,,,,,,25.2,42,38,,240,,,,,,73.6,,38.3,,,,,,,,,,0.321,,,,,,,
3,신안,성인,일반,35,관리자,참가,20,M,180.6,97,33.6,108,83,123,51.4,50.2,,,9.8,,,,,,29.7,41,36,,200,,,,,,53.0,,36.2,,,,,,,,,,0.394,,,,,,,
1,양평,성인,일반,19,관리자,참가,20,M,167.1,61.2,14.1,,78,127,42.8,45.7,,,15.4,,,,,,21.9,23,63,11.10,213,,,,,,74.7,,49.3,,,,,,,,,,,,,,,,,
2,사상,어르신,일반,67,관리자,참가,20,M,166.7,75.8,37.4,92,86,159,24.1,30.1,,,0.4,,,,,,27.3,,,,,32,,109,4.66,16.77,39.7,,,,,,,,,,,,,,,,,,,30.1
2,양평,성인,일반,20,관리자,2등급,20,M,166.4,66.9,22.1,,84,141,41.7,40.9,,,14.6,,,,,,24.2,53,53,10.73,188,,,,,,62.3,,46.1,,,,,,,,,,,,,,,,,
5,KSPO송파,어르신,일반,70,관리자,1등급,20,M,158.8,51.5,17.6,,94,180,27,30.4,,,12.6,,,,,,20.4,,,,,27,,137,3.89,14.52,59.0,,,,,,,,,,,,,,,,,,,30.4
2,세종,성인,일반,21,관리자,참가,20,M,184.8,85.9,20.7,91.9,69,137,44.2,52,,,10.2,,,,,,25.2,37,46,,188,,,,,,60.5,,41.2,,,,,,,,,,0.322,,,,,,,
1,세종,성인,출장,60,관리자,참가,20,F,158.7,57.5,31.3,80.2,70,119,15.6,22.5,,,-5.2,,,,,,22.8,12,12,15.81,150,,,,,,39.1,,29.2,,,,,,,,,,,,,,,,,
3,세종,성인,출장,59,관리자,참가,20,F,165,52,22.9,75.7,63,130,27.6,30.7,,,17.3,,,,,,19.1,8,16,14.28,153,,,,,,59.0,,31.5,,,,,,,,,,,,,,,,,
1,서구(대전),성인,일반,56,관리자,참가,20,M,171.4,102.7,36.4,,97,157,33,39.8,,,-7.5,,,,,,35.0,16,,,170,,,,,,38.8,,,,,,,,149,25.3,,,0.382,,,,,,,
1,강북,성인,일반,61,관리자,2등급,20,M,171.5,67.00,20.1,80.6,90,143,35.4,32.3,,,22.8,,,,,,22.8,34,,,175,,,,,,52.8,,,,,,,,113,37.3,,,0.376,,,,,,,
1,익산,성인,일반,19,관리자,참가,20,M,170.2,62.6,14.6,89,83,150,43.8,41.9,,,6.4,,,,,,21.6,29,54,10.21,,,,,,,70.0,,47.0,,,,,,,,,,,0.605,,,,,,
1,서구(광주),어르신,일반,81,관리자,3등급,20,F,153.1,51.5,32.4,77,65,108,16.3,17.7,,,5.7,,,,,,22.0,,,,,22,,102,5.98,24.60,34.4,,,,,,,,,,,,,,,,,,,17.7
2,KSPO대구,성인,일반,19,관리자,2등급,20,M,184.1,72.7,13.5,81.6,66,131,48.7,57,,,11.4,,,,,,21.4,56,53,10.5,251,,,,,,78.4,,45.0,,,,,,,,,,,,,,,,,
1,계룡,성인,일반,53,관리자,3등급,20,M,174.5,74.9,19.2,,81,137,38.9,40.5,,,8.9,,,,,,24.6,40,51,,,,,,,,54.1,,41.6,,,,,,,,,,0.322,0.583,,,,,,
1,남구(부산),어르신,일반,77,관리자,참가,20,F,155.2,68,42.5,,78,143,20.2,19.7,,,4.2,,,,,,28.2,,,,,9,,87,7.12,38.60,29.7,,,,,,,,,,,,,,,,,,,20.2
4,증평,어르신,일반,70,관리자,2등급,20,F,159.5,53.2,30.3,75.6,82,147,22,27,,,18.8,,,,,,20.9,,,,,24,,109,4.71,21.59,50.8,,,,,,,,,,,,,,,,,,,27.0
1,마포,성인,일반,23,관리자,참가,20,M,171.3,60,16.7,77,64,129,31.5,32.5,,,-0.6,,,,,,20.4,32,,,198,,,,,,54.2,,,,,,,,123,46.7,,,0.344,,,,,,,
1,계룡,성인,일반,46,관리자,1등급,20,M,165.7,64.6,20.1,,85,135,44.2,45.7,,,19.4,,,,,,23.5,45,42,,,,,,,,70.7,,41.8,,,,,,,,,,0.356,0.561,,,,,,
1,사하,성인,일반,19,관리자,참가,20,M,176.1,91.1,28.6,103.2,85,137,38.6,43.4,,,9.3,,,,,,29.4,43,,,215,,,,,,47.6,,,100,135,150,,40.8,,,,,0.271,,,,,,,
6,안산,어르신,일반,66,관리자,3등급,20,M,162.3,67.6,33.3,86.5,108,162,40.1,40.4,,,12.7,,,,,,25.7,,,,,22,,104,4.67,18.74,59.8,,,,,,,,,,,,,,,,,,,40.4
3,정읍,성인,일반,40,관리자,참가,20,M,166,62,20.3,,67,120,42.9,49.4,,,16.2,,,,,,22.5,28,,,211,,,,,,79.7,,,,,,,,111,43.5,,,0.334,,,,,,,
3,마포,성인,일반,63,관리자,참가,20,M,180,87.7,25.4,94,88,143,45.7,48,,,5.8,,,,,,27.1,30,,,163,,,,,,54.7,,,,,,,,110,33.3,,,0.393,,,,,,,
1,계룡,성인,일반,42,관리자,참가,20,M,176.1,81.7,28.9,,77,122,36,44.7,,,2.3,,,,,,26.3,41,42,,,,,,,,54.7,,39.4,,,,,,,,,,0.339,0.547,,,,,,
2,오산,어르신,일반,70,관리자,2등급,20,F,157,53.6,34.9,82,90,140,22.1,25.3,,,18.4,,,,,,21.7,,,,,25,,110,5.16,20.47,47.2,,,,,,,,,,,,,,,,,,,25.3
1,청주,성인,일반,20,관리자,참가,20,M,177.4,72,20.6,84.2,65,132,48.5,47.5,,,-6.9,,,,,,22.9,39,,,219,,,,,,67.4,,,,,,,,161,39.7,,,0.342,,,,,,,
1,김천,어르신,일반,77,관리자,참가,20,M,163.5,57.5,19.4,74.5,92,155,28.5,30.5,,,-5.3,,,,,,21.5,,,,,13,,92,6.01,27.22,53.0,,,,,,,,,,,,,,,,,,,30.5
2,포천,성인,일반,19,관리자,참가,20,M,173.6,89.7,25.4,97,97,155,45.3,48.5,,,20.0,,,,,,29.8,62,,,230,,,,,,54.1,,,,,,,,157,36.3,,,0.395,,,,,,,
1,나주,성인,출장,64,관리자,참가,20,F,153.6,64,33.1,89.1,78,119,24.6,23.2,,,10.1,,,,,,27.1,18,10,,102,,,,,,38.4,,27.3,,,,,,,,,,0.584,,,,,,,
2,오산,성인,일반,19,관리자,2등급,20,M,174,74.1,19.5,89.6,78,150,44.7,49.4,,,22.4,,,,,,24.5,55,,9.65,250,,,,,,66.7,,,,,,,,110,46.7,,,,,,,,,,
1,계룡,성인,일반,41,관리자,참가,20,M,182.4,78.3,22.1,,82,137,43.2,47.8,,,2.7,,,,,,23.5,53,56,,,,,,,,61.0,,43.1,,,,,,,,,,0.399,0.561,,,,,,
2,동구(광주),청소년,일반,16,관리자,2등급,20,M,177,54.8,11.8,63,55,101,28.2,35.7,,60,9.6,15.9,0.626,43.346,7,43.668,17.5,,59,,,,,,,,65.1,,48.8,,,,,,,,,,,,,,,,,
1,나주,성인,출장,63,관리자,1등급,20,F,153,48.9,28.3,69.2,79,120,23.5,24.3,,,28.6,,,,,,20.9,43,38,,141,,,,,,49.7,,38.3,,,,,,,,,,0.383,,,,,,,
1,나주,성인,출장,59,관리자,참가,20,F,155.4,56.8,34.9,82.8,75,118,26.5,20.4,,,20.3,,,,,,23.5,15,10,,102,,,,,,46.7,,28.7,,,,,,,,,,0.474,,,,,,,
1,나주,성인,출장,45,관리자,참가,20,F,155.3,74.9,41.2,100.2,76,121,25.4,25.3,,,3.7,,,,,,31.1,12,12,,138,,,,,,33.9,,26.9,,,,,,,,,,0.854,,,,,,,
1,제주,성인,일반,22,관리자,참가,20,M,170.8,70.8,24.6,89.4,78,126,30.8,40.1,,,4.6,,,,,,24.3,32,,,,,,,,,56.6,,,,,,,,140,42.0,,,0.27,0.477,,,,,,
1,계룡,성인,일반,31,관리자,참가,20,F,162.3,58.8,30.9,,76,124,27.7,31.7,,,-6.7,,,,,,22.3,22,16,,,,,,,,53.9,,31.4,,,,,,,,,,0.406,0.401,,,,,,
1,제주,성인,일반,22,관리자,참가,20,M,175.7,70,22.2,85.2,89,131,28.1,30.2,,,6.5,,,,,,22.7,31,,,,,,,,,43.1,,,,,,,,125,44.8,,,0.304,0.502,,,,,,
1,나주,성인,출장,59,관리자,참가,20,F,157.3,69.7,37,90.3,76,121,28.3,27.5,,,15.3,,,,,,28.2,15,12,,127,,,,,,40.6,,27.3,,,,,,,,,,0.993,,,,,,,
2,포천,성인,일반,63,관리자,참가,20,M,170,72.8,31.6,87,84,153,32.1,34.4,,,9.3,,,,,,25.2,32,,,142,,,,,,47.3,,,,,,,,114,35.3,,,0.362,,,,,,,
5,세종,성인,출장,57,관리자,3등급,20,F,156.3,55.4,37.8,79.9,82,140,21.7,24.9,,,21.9,,,,,,22.7,11,13,14.23,139,,,,,,44.9,,29.9,,,,,,,,,,,,,,,,,
8,세종,성인,출장,63,관리자,3등급,20,F,152.6,48.8,32.7,71.7,62,123,20.9,18.5,,,16.2,,,,,,21.0,10,12,15.32,118,,,,,,42.8,,30.4,,,,,,,,,,,,,,,,,
1,나주,성인,출장,61,관리자,참가,20,F,158.5,59.8,34.2,83,78,119,13.6,4.5,,,11.1,,,,,,23.8,1,9,,68,,,,,,22.7,,27.9,,,,,,,,,,0.542,,,,,,,
1,나주,성인,출장,62,관리자,참가,20,F,148.8,72.2,43.2,99,79,121,27.2,23.8,,,21,,,,,,32.6,5,6,,72,,,,,,37.7,,24.8,,,,,,,,,,0.691,,,,,,,
2,삼척,성인,일반,19,관리자,3등급,20,M,181,75.7,26.9,,81,129,38.8,42.7,,,9.4,,,,,,23.1,42,,,,,,,,,56.4,,,,,,,,135,43.2,,,0.314,0.586,,,,,,
1,나주,성인,출장,64,관리자,참가,20,F,155.2,60.1,35.9,87,76,119,22.1,26.6,,,13,,,,,,25.0,15,14,,116,,,,,,44.3,,29.2,,,,,,,,,,0.443,,,,,,,
2,남구(울산),성인,일반,19,관리자,참가,20,M,172.1,75.8,23.9,87.7,86,140,44.9,51.1,,,18.9,,,,,,25.6,58,35,10.07,242,,,,,,67.4,,40.5,,,,,,,,,,,,,,,,,
1,나주,성인,출장,63,관리자,참가,20,F,158.9,54,34.3,82.3,76,118,25.9,26.9,,,9.3,,,,,,21.4,5,15,,117,,,,,,49.8,,30.6,,,,,,,,,,0.466,,,,,,,
1,나주,성인,출장,55,관리자,참가,20,F,146.3,58.2,34.8,79.8,78,121,26.4,31,,,8.8,,,,,,27.2,24,16,,119,,,,,,53.3,,30.3,,,,,,,,,,0.474,,,,,,,
1,나주,성인,출장,60,관리자,참가,20,F,163.7,78.5,41.2,101,76,121,27,23.2,,,-0.1,,,,,,29.3,1,10,,106,,,,,,34.4,,25.3,,,,,,,,,,0.426,,,,,,,
1,나주,성인,출장,61,관리자,3등급,20,F,158.6,54.5,31.4,74.1,76,119,21.7,26,,,15.1,,,,,,21.7,17,10,,106,,,,,,47.7,,29.1,,,,,,,,,,0.356,,,,,,,
1,KSPO송파별관(파크텔3층),어르신,일반,66,관리자,2등급,20,M,170.7,68.3,26.1,,97,159,33,39.2,,,10.9,,,,,,23.4,,,,,29,,143,5.34,20.15,57.4,,,,,,,,,,,,,,,,,,,39.2
1,동구(인천),성인,일반,22,관리자,3등급,20,M,179.3,76.5,14.8,,81,130,41.5,48.5,,,14.2,,,,,,23.8,44,52,10.56,239,,,,,,63.4,,44.0,,,,,,,,,,,,,,,,,
2,마포,성인,일반,23,관리자,3등급,20,F,165,51.3,22.5,61,62,96,25.5,25.5,,,26.4,,,,,,18.8,23,,,155,,,,,,49.7,,,,,,,,93,42.1,,,0.363,,,,,,,
1,천안,성인,일반,19,관리자,참가,20,M,173.8,69.7,20.6,,68,115,29.1,34.5,,,3.7,,,,,,23.1,45,33,,,,,,,,49.5,,40.9,,,,,,,,,,0.340,0.502,,,,,,
1,마포,성인,일반,26,관리자,참가,20,M,174.3,69.6,17.5,74,65,115,43.5,40.4,,,2.7,,,,,,22.9,48,,,246,,,,,,62.5,,,,,,,,77,50.9,,,0.339,,,,,,,
1,천안,성인,일반,19,관리자,참가,20,M,165.1,72.6,29.4,,89,145,41.6,40.6,,,17.9,,,,,,26.6,28,41,,,,,,,,57.3,,42.6,,,,,,,,,,0.333,0.564,,,,,,
1,스포원(금정),성인,일반,37,관리자,참가,20,M,168.2,94.8,27.1,,68,135,40.5,45.6,,,-6,,,,,,33.5,23,19,,,,,,,,48.1,,32.7,,,,,,,,,,0.431,0.511,,,,,,
1,천안,성인,일반,19,관리자,참가,20,M,181,69.5,16.5,,70,149,38.9,43.4,,,-6.1,,,,,,21.2,32,24,,206,,,,,,62.4,,38.7,,,,,,,,,,0.270,,,,,,,
1,춘천,성인,일반,20,관리자,참가,20,F,169.4,70.4,39.7,96.6,65,111,30.5,30.2,,,8.3,,,,,,24.5,17,14,13.53,,,,,,,43.3,,29.5,,,,,,,,,,,0.387,,,,,,
1,서구(광주),성인,일반,51,관리자,참가,20,F,164.6,74.1,40.0,89,81,115,20,25.9,,,14.2,,,,,,27.4,10,,,,,,,,,35.0,,,,,,,,134,26.3,,,0.430,0.315,,,,,,
2,강북,어르신,일반,67,관리자,참가,20,M,166.6,73.00,28.2,89.9,89,140,38.3,32.9,,,0.8,,,,,,26.3,,,,,21,,131,5.445,24.451,52.5,,,,,,,,,,,,,,,,,,,38.3
2,광산,성인,일반,50,관리자,참가,20,F,161.8,74,29.7,83,74,132,33.5,35.3,,,24,,,,,,28.3,24,,,162,,,,,,47.7,,,,,,,,126,27.2,,,0.444,,,,,,,
1,원주,성인,일반,52,관리자,2등급,20,F,157.7,53.1,30.8,70,58,135,22.8,28,,,17.3,,,,,,21.4,33,,,,,,,,,52.7,,,57,88,101,,40.0,,,,,0.369,0.390,,,,,,
1,춘천,성인,일반,20,관리자,참가,20,F,160.2,52.5,31.7,79.3,72,116,25.8,27.5,,,8.4,,,,,,20.5,20,23,13.94,,,,,,,52.4,,35.0,,,,,,,,,,,0.458,,,,,,
2,포천,어르신,일반,70,관리자,1등급,20,M,167.3,73.6,26.1,88,81,159,41.9,44.7,,,9.8,,,,,,26.3,,,,,27,,138,4.53,19.10,60.7,,,,,,,,,,,,,,,,,,,44.7
4,수원,어르신,일반,68,관리자,참가,20,F,158.3,44.6,23.5,68,74,152,22.4,20.6,,,10.9,,,,,,17.8,,,,,16,,98,5,23,50.2,,,,,,,,,,,,,,,,,,,22.4
2,서초,성인,일반,22,관리자,2등급,20,M,179.5,70.1,23.4,71.3,71,130,36.2,41.2,,,13.2,,,,,,21.8,48,,,,,,,,,58.8,,,,,,,,126,44.9,,,0.327,0.517,,,,,,
1,사천,성인,일반,62,관리자,3등급,20,M,174.6,66.4,18.7,79.8,69,156,36.1,38.2,,,10.9,,,,,,21.8,24,,,142,,,,,,57.5,,,79,104,130,,36.7,,,,,0.387,,,,,,,
5,포천,어르신,일반,69,관리자,2등급,20,M,167.2,72.3,26.7,89,83,159,38.3,36.6,,,6.8,,,,,,25.9,,,,,32,,134,4.15,17.72,53.0,,,,,,,,,,,,,,,,,,,38.3
1,광주,성인,출장,20,관리자,3등급,20,M,176,75.5,20.2,,77,177,48.9,62,,,19.7,,,,,,24.4,53,,,259,,,,,,82.1,,,,,,,,138,42.2,,,0.356,,,,,,,
1,KSPO대구,성인,일반,35,관리자,3등급,20,M,171.2,70.9,22.6,87,86,142,28.6,36.4,,,8.3,,,,,,24.2,33,,,,,,,,,51.3,,,,,,,,82,47.4,,,0.426,0.498,,,,,,
2,광주,성인,출장,20,관리자,2등급,20,M,168.6,77,22.4,,98,131,48,52.5,,,15.1,,,,,,27.1,54,,,235,,,,,,68.2,,,,,,,,107,45.8,,,0.351,,,,,,,
1,광주,성인,출장,21,관리자,2등급,20,M,178.3,76.8,12.6,,86,149,45.7,49.7,,,19.7,,,,,,24.2,63,,,217,,,,,,64.7,,,,,,,,96,48.0,,,0.342,,,,,,,
1,중구(서울),성인,일반,42,관리자,참가,20,F,159.7,52.2,30.8,,67,103,19.9,22.5,,,2.4,,,,,,20.5,9,13,,116,,,,,,43.1,,31.1,,,,,,,,,,0.408,,,,,,,
1,중구(서울),성인,일반,63,관리자,2등급,20,M,163.8,61.1,16.1,,93,158,33.2,35.4,,,12.1,,,,,,22.8,32,26,,154,,,,,,57.9,,37.2,,,,,,,,,,,,,,,,,
1,광주,성인,출장,19,관리자,참가,20,M,178,88.7,29.4,,77,97,59,57.4,,,14.1,,,,,,28.0,37,,,218,,,,,,66.5,,,,,,,,139,39.5,,,0.344,,,,,,,
3,청주,성인,일반,20,관리자,3등급,20,M,181.6,62.2,7.3,71.9,74,123,46.1,45.9,,,11.1,,,,,,18.9,43,,,243,,,,,,74.1,,,,,,,,115,48.9,,,0.296,,,,,,,
1,천안,성인,일반,36,관리자,참가,20,M,175.7,83.6,29.9,,98,132,42,48.8,,,8.9,,,,,,27.1,35,17,,182,,,,,,58.4,,33.8,,,,,,,,,,0.427,,,,,,,
1,중구(서울),성인,일반,60,관리자,3등급,20,M,168.4,66.7,23.4,,82,128,41.9,48.5,,,6.4,,,,,,23.5,21,,12.66,174,,,,,,72.7,,,87,114,139,172,34.2,,,,,,,,,,,,
1,광주,성인,출장,19,관리자,참가,20,M,170.3,60.4,10.6,,53,112,38,44,,,2.5,,,,,,20.8,51,,,208,,,,,,72.8,,,,,,,,97,51.4,,,0.326,,,,,,,
1,광주,성인,출장,19,관리자,3등급,20,M,166,61.7,19.3,,78,134,31.3,41.4,,,10.4,,,,,,22.4,42,,,191,,,,,,67.1,,,,,,,,111,48.7,,,0.375,,,,,,,
1,안산,성인,일반,53,관리자,3등급,20,M,177.5,73.5,19.7,88.1,91,153,37.3,42.2,,,29.9,,,,,,23.3,30,35,11.18,220,,,,,,57.4,,38.0,,,,,,,,,,,,,,,,,
1,안산,성인,일반,38,관리자,참가,20,M,174.4,93.0,28.8,106.5,74,118,40.9,38.1,,,10.3,,,,,,30.6,26,19,11.31,208,,,,,,44.0,,32.7,,,,,,,,,,,,,,,,,
1,안산,성인,일반,57,관리자,참가,20,M,169.0,69.4,26.3,89.2,72,115,30.6,32.2,,,1.2,,,,,,24.3,42,28,13.27,178,,,,,,46.4,,36.9,,,,,,,,,,,,,,,,,
1,광주,성인,출장,20,관리자,참가,20,M,170.4,78,22.4,,78,128,46.4,49.4,,,3.6,,,,,,26.9,45,,,214,,,,,,63.3,,,,,,,,90,48.3,,,0.294,,,,,,,
1,안산,성인,일반,48,관리자,참가,20,M,173.7,80.9,28.1,94.6,93,145,35.5,38.2,,,-16,,,,,,26.8,9,16,12.69,162,,,,,,47.2,,33.0,,,,,,,,,,,,,,,,,
1,안산,성인,일반,34,관리자,참가,20,M,168.2,84.0,35.7,100.8,89,148,33.2,41.3,,,8.9,,,,,,29.7,,22,10.43,205,,,,,,49.2,,35.2,,,,,,,,,,,,,,,,,
1,김천,성인,일반,56,관리자,참가,20,F,151.6,61.4,38.7,84.3,92,138,18.2,16.8,,,16.9,,,,,,26.7,11,,,122,,,,,,29.6,,,77,108,,,,,,,,0.525,,,,,,,
1,안산,성인,일반,39,관리자,2등급,20,M,178.9,72.3,13.0,79.1,74,123,47.2,52.4,,,25.1,,,,,,22.6,46,40,11.54,234,,,,,,72.5,,40.5,,,,,,,,,,,,,,,,,
2,남구(부산),성인,일반,63,관리자,참가,20,M,166.8,61.90,18.7,80.1,67,125,41.6,39.7,,,9.1,,,,,,22.2,18,,,,,,,,,67.2,,,,,,,,89,41.1,,,0.298,0.525,,,,,,
2,포천,성인,일반,63,관리자,참가,20,M,173.3,59.7,24.7,87,87,154,31.1,39.8,,,-2,,,,,,19.9,10,,,,,,,,,66.7,,,,,,,,109,39.2,,,0.450,0.384,,,,,,
1,김천,성인,일반,56,관리자,3등급,20,F,157.4,53.1,26.6,77.5,83,139,25.4,28.2,,,19.5,,,,,,21.4,13,,,139,,,,,,53.1,,,92,127,155,,31.7,,,,,0.406,,,,,,,
2,KSPO송파,성인,일반,50,관리자,3등급,20,F,160.5,60.3,33.6,85.1,75,118,30,25.5,,,17.2,,,,,,23.4,14,,,,,,,,,49.8,,,,,,,,125,30.6,,,0.361,0.410,,,,,,
3,동작,어르신,일반,71,관리자,참가,20,M,179.1,79.1,20.8,,80,135,51.4,45,,,-1.7,,,,,,24.7,,,,,24,,136,5.03,24.47,65.0,,,,,,,,,,,,,,,,,,,51.4
1,안산,성인,일반,43,관리자,참가,20,M,184.7,88.5,20.9,100.3,76,132,49.9,55.5,,,4.1,,,,,,25.9,38,41,11.11,210,,,,,,62.7,,37.9,,,,,,,,,,,,,,,,,
1,KSPO송파,성인,일반,49,관리자,참가,20,F,153.9,65.0,38.0,83.9,75,126,21.9,23.5,,,14.2,,,,,,27.4,1,11,,,,,,,,36.2,,28.1,,,,,,,,,,0.369,0.386,,,,,,
1,부천,성인,일반,54,관리자,참가,20,F,160.7,56.6,36.9,,78,117,22.1,25.8,,,11.4,,,,,,21.9,23,,,154,,,,,,45.6,,,82,137,150,,33.7,,,,,0.363,,,,,,,
1,안산,성인,일반,47,관리자,참가,20,M,175.3,84.2,30.6,95.2,78,139,35.8,39.7,,,-12.2,,,,,,27.4,23,23,14.25,170,,,,,,47.1,,34.2,,,,,,,,,,,,,,,,,
6,남구(부산),성인,일반,58,관리자,2등급,20,F,154.5,57.90,31.2,81.1,70,128,30.9,32.5,,,19.2,,,,,,24.3,15,,,,,,,,,56.1,,,,,,,,88,33.6,,,0.401,0.443,,,,,,
2,남구(울산),성인,일반,29,관리자,2등급,20,M,160.7,53.5,14,78.5,77,121,30.2,44.7,,,16,,,,,,20.7,51,50,,,,,,,,83.6,,46.7,,,,,,,,,,0.397,0.606,,,,,,
2,KSPO송파별관(파크텔3층),어르신,일반,72,관리자,3등급,20,F,150.7,61.8,41.2,,111,183,19.7,20.8,,,16,,,,,,27.2,,,,,25,,112,5.82,22.93,33.7,,,,,,,,,,,,,,,,,,,20.8
4,서초,성인,일반,29,관리자,3등급,20,M,181.2,89.1,22.2,94.0,95,151,45.6,48.1,,,21.4,,,,,,27.1,40,,,,,,,,,54.0,,,93,119,139,164,39.8,,,,,0.343,0.539,,,,,,
3,KSPO송파별관(파크텔3층),어르신,일반,66,관리자,3등급,20,M,161.3,72.7,31,,89,157,35.1,35.2,,,6.5,,,,,,27.9,,,,,34,,144,4.86,19.3,48.4,,,,,,,,,,,,,,,,,,,35.2
1,광주,성인,출장,19,관리자,2등급,20,M,170,63.1,7,,56,103,44.4,43.9,,,23.5,,,,,,21.8,51,,,253,,,,,,70.4,,,,,,,,90,51.8,,,0.298,,,,,,,
1,남구(부산),성인,일반,55,관리자,참가,20,F,160.3,67.40,35.8,87.8,82,157,25.7,29.1,,,14.3,,,,,,26.2,10,,,,,,,,,43.2,,,,,,,,120,28.5,,,0.390,0.419,,,,,,
1,신안,성인,일반,53,관리자,참가,20,M,165.9,83.9,32.6,99,91,155,51.4,51.5,,,13.6,,,,,,30.5,39,,,197,,,,,,61.4,,,,,,,,118,34.4,,,0.399,,,,,,,
3,고양,어르신,일반,66,관리자,3등급,20,F,152.9,60.5,33.7,,84,164,30.7,32.5,,,14.2,,,,,,25.9,,,,,34,,109,4.66,18.05,53.7,,,,,,,,,,,,,,,,,,,32.5
1,남구(부산),성인,일반,60,관리자,1등급,20,M,163.6,68.70,23.3,84.0,93,149,37.4,39.1,,,13.4,,,,,,25.7,33,,,,,,,,,56.9,,,,,,,,113,36.6,,,0.358,0.474,,,,,,
1,달서,성인,일반,48,관리자,참가,20,F,157.8,67.52,35.8,86.8,97,131,17.9,23.9,,,-0.9,,,,,,27.1,20,,,131,,,,,,35.4,,,75,120,147,,30.8,,,,,0.357,,,,,,,
